package_id,package_title,package_kind,package_folder,relative_path,sheet_or_table,variable_name,variable_label,inferred_type,non_null_sample_count,sample_values,min_value,max_value,source_file_format,confidence,notes
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,Join_Count,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=9; decimals=0.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,BLOCKID,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=4; decimals=0.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,x,,floating_numeric,,,,,dbf,medium,Field definition read from DBF header; width=19; decimals=11.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,y,,floating_numeric,,,,,dbf,medium,Field definition read from DBF header; width=19; decimals=11.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,BlockID_1,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=16; decimals=6.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,Employee,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=16; decimals=6.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,ID,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=4; decimals=0.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,ID_1,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=10; decimals=0.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,LONGITUDE,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=10; decimals=0.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,LATITUDE,,numeric,,,,,dbf,medium,Field definition read from DBF header; width=10; decimals=0.
paper-2013-05,The Structure And Evolution Of A Skyway Network,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2013-05-the-structure-and-evolution-of-a-skyway-network,data/gis/centroids_new2_SpatialJoin6/centroids_new2_SpatialJoin6.dbf,dbf,NAME,,character,,,,,dbf,medium,Field definition read from DBF header; width=12; decimals=0.
